Time [s],Velocity [km/h],Acceleration [m/s^2],Battery_Voltage [V]
77.2,53.56672,-0.68069,391.22162
77.3,53.22296,-0.95232,391.31081
77.4,52.88342,-0.8575,391.36082
77.5,52.62199,-0.84904,391.44325
77.6,52.32091,-0.9569,391.64309
77.7,51.97412,-0.87911,391.88593
77.8,51.66584,-1.04889,392.28597
77.9,51.30107,-1.17036,392.64302
78,50.85216,-1.0863,392.8431
78.1,50.48977,-1.03231,392.96762
78.2,50.13876,-0.95287,392.81755
78.3,49.71152,-0.94829,392.65666
78.4,49.32928,-1.00321,392.45664
78.5,48.94284,-1.0405,392.28915
78.6,48.55643,-0.8917,392.23916
78.7,48.1273,-0.81976,392.21085
78.8,47.81669,-0.998,392.26085
78.9,47.46151,-0.98255,392.28915
79,47.04081,-0.93285,392.23915
79.1,46.59897,-1.06154,392.21086
79.2,46.2,-1.24039,392.26086
79.3,45.94167,-0.67633,392.27828
79.4,45.5208,-1.0587,392.17827
79.5,44.78958,-1.11467,391.9153
79.6,44.43853,-0.82979,391.0653
79.7,44.1812,-0.54376,390.35654
79.8,43.96558,-0.61284,390.15653
79.9,43.8135,-0.60315,389.92391
80,43.55102,-0.59744,389.57389
80.1,43.26978,-0.538,389.34348
80.2,42.99684,-0.53284,389.5434
80.3,42.82493,-0.55927,389.77588
80.4,42.58226,-0.69348,390.12604
80.5,42.11037,-0.72768,390.46529
80.6,41.73207,-0.75479,390.76532
80.7,41.44576,-0.8612,391
80.8,41.29367,-0.67735,391
80.9,40.98944,-0.66962,390.97842
81,40.64564,-0.82831,390.87833
81.1,40.27065,-0.84263,390.81087
81.2,39.9581,-0.82371,390.86089
81.3,39.63002,-0.86182,390.9436
81.4,39.30189,-0.77867,391.14359
81.5,38.89643,-0.93572,391.36538
81.6,38.48204,-1.216,391.66542
81.7,37.99674,-1.22634,391.88909
81.8,37.42359,-1.27152,391.8391
81.9,36.87669,-1.20786,391.7782
82,36.45075,-0.96475,391.67818
82.1,36.07147,-1.17151,391.6
82.2,35.65299,-1.23663,391.6
82.3,35.19987,-1.23386,391.57819
82.4,34.64225,-1.00992,391.47817
82.5,34.28293,-0.92925,391.4
82.6,33.88738,-1.07082,391.4
82.7,33.50093,-1.09226,391.38907
82.8,33.0436,-1.14936,391.33907
82.9,32.62585,-1.00564,391.27814
83,32.19984,-0.98118,391.17813
83.1,31.79769,-1.01153,391.02342
83.2,31.3997,-0.98416,390.67342
83.3,31.03947,-0.74172,390.26871
83.4,30.8133,-0.65871,389.66868
83.5,30.59457,-0.72319,389.2
83.6,30.34785,-0.75875,389.2
83.7,30.04025,-0.77131,389.1562
83.8,29.87583,-0.61725,388.95619
83.9,29.63808,-0.59952,388.76713
84,29.4416,-0.67648,388.61713
84.1,29.27384,-0.5217,388.45616
84.2,29.134,-0.46455,388.25615
84.3,28.96209,-0.62916,388.11097
84.4,28.80919,-0.70242,388.16097
84.5,28.67188,-0.63205,388.18903
84.6,28.64469,-0.54765,388.13903
84.7,28.39473,-0.54398,388.07806
84.8,28.18416,-0.59201,387.97805
84.9,28.03125,-0.518,387.8122
85,27.90279,-0.48682,387.41218
85.1,27.92597,-0.36731,387.07804
85.2,27.91445,-0.30081,386.97803
85.3,27.77395,-0.29757,386.82311
85.4,27.69979,-0.14602,386.47311
85.5,27.75744,-0.24082,386.17803
85.6,27.77715,-0.26357,386.07802
85.7,27.71057,-0.22716,385.97801
85.8,27.65625,-0.33001,385.87801
85.9,27.66368,-0.03313,385.51413
86,27.67931,0.18261,384.21413
86.1,27.89063,0.49041,382.85912
86.2,28.18309,0.73393,381.30897
86.3,28.5305,0.90373,379.83587
86.4,28.91303,1.17885,378.63581
86.5,29.41635,1.4088,377.54585
86.6,30.01102,1.41991,376.84582
86.7,30.68294,1.58213,376.02461
86.8,31.41727,1.84243,374.77455
86.9,32.05796,1.85687,373.72286
87,32.71023,1.85521,373.37284
87.1,33.37445,2.0033,372.93463
87.2,34.12448,2.10243,372.18463
87.3,34.81227,2.11113,371.52282
87.4,35.61284,2.05722,371.1728
87.5,36.49164,2.1137,370.63528
87.6,37.30814,2.232,369.43528
87.7,38.07374,2.24245,368.34557
87.8,38.89795,2.31326,367.64554
87.9,39.80027,2.43522,366.94549
88,40.73381,2.44478,366.24542
88.1,41.62469,2.42478,365.58955
88.2,42.48012,2.41523,365.08955
88.3,43.31185,2.43523,364.61163
88.4,44.25356,2.42909,364.21159
88.5,45.03488,2.40653,363.84473
88.6,45.89809,2.47358,363.59473
88.7,46.74965,2.34387,363.32261
88.8,47.58954,2.28046,362.97259
88.9,48.38653,2.2896,362.64471
89,49.21078,2.26286,362.39473
89.1,49.94123,2.27732,362.14476
89.2,50.74597,2.08247,361.89478
89.3,51.46086,2.06489,361.97607
89.4,52.17959,1.93724,363.22638
89.5,52.93347,1.89964,364.38811
89.6,53.5703,1.73105,365.23811
89.7,54.06642,1.60967,366.04386
89.8,54.56641,1.46543,366.69392
89.9,55.07031,1.52257,367.36611
90,55.5508,1.39732,368.11603
90.1,56.08596,1.18967,368.85494
90.2,56.46879,0.96365,369.55508
90.3,56.7227,1.11787,370.45468
90.4,57.05083,0.98467,372.05452
90.5,57.5392,0.83831,373.39969
90.6,57.82043,0.66551,373.84976
90.7,57.99223,0.64125,374.27764
90.8,58.04688,0.61402,374.62767
90.9,58.21887,0.50125,374.9444
91,58.49224,0.46939,375.14441
91.1,58.72664,0.38962,375.27779
91.2,58.98438,0.52025,375.17778
91.3,59.12903,0.49176,375.04445
91.4,59.29302,0.55176,374.79447
91.5,59.41028,0.59075,374.54447
91.6,59.6877,0.60746,374.29443
91.7,59.90239,0.73792,374.08888
91.8,60.07041,0.83502,374.03888
91.9,60.27374,0.776,374
92,60.56271,0.76549,374
92.1,60.82043,0.68867,374.22251
92.2,60.87885,0.49867,375.22256
92.3,60.99644,0.31696,376.31166
92.4,61.19953,0.31531,377.71173
92.5,61.32841,0.476,378.94475
92.6,61.40655,0.36641,379.59476
92.7,61.40241,0.07905,380.20023
92.8,61.29304,0.11696,380.65027
92.9,61.26563,0.03168,381.06687
93,61.30071,-0.0578,381.36687
93.1,61.28507,-0.10674,381.64458
93.2,61.19548,-0.15159,381.84458
93.3,61.15243,-0.17204,382.04458
93.4,61.10901,0.00746,382.2446
93.5,61.06631,-0.00092,382.46693
93.6,61.09375,0.01582,382.76693
93.7,60.98818,-0.09673,383.01116
93.8,60.92568,-0.07673,383.06116
93.9,60.82391,-0.07729,383.11116
94,60.75762,-0.11525,383.16116
94.1,60.73861,-0.14367,383.18883
94.2,60.65625,-0.23889,383.13883
94.3,60.65246,-0.15942,383.11117
94.4,60.59375,-0.0809,383.16117
94.5,60.52746,-0.022,383.2
94.6,60.45313,0.00968,383.2
94.7,60.34277,0.04045,383.16646
94.8,60.29259,-0.13056,383.01645
94.9,60.26563,-0.16,382.9
95,60.26185,-0.10769,382.9
95.1,60.23815,0.0063,382.9
95.2,60.19558,-0.08728,382.9
95.3,60.10938,-0.11733,382.92239
95.4,60.0237,-0.16529,383.02239
95.5,59.99624,-0.13822,383.0888
95.6,60.00752,-0.02729,383.0388
95.7,59.95313,-0.03143,383.0224
95.8,59.91059,-0.01258,383.12241
95.9,59.77687,0.13204,383.22241
96,59.70313,0.28983,383.32241
96.1,59.71,-0.405,383.37759
96.2,59.72624,0.34037,383.27758
96.3,59.58252,0.56712,383.22242
96.4,59.45247,0.05041,383.32243
96.5,59.40999,-0.06617,383.42243
96.6,59.40625,-0.04795,383.52243
96.7,59.35564,-0.09404,383.57757
96.8,59.24926,-0.03259,383.47756
96.9,59.20686,-0.03552,383.41122
97,59.14436,-0.03035,383.46123
97.1,59.07738,-0.22,383.48877
97.2,59.01488,-0.18342,383.43877
97.3,58.92932,-0.09207,383.41122
97.4,58.875,-0.10993,383.46122
97.5,58.82441,-0.06609,383.52243
97.6,58.76487,-0.00078,383.62246
97.7,58.70602,0.01609,383.66628
97.8,58.67558,-0.10531,383.5163
97.9,58.62871,-0.12531,383.32137
98,58.58551,-0.09276,382.9713
98.1,58.5588,0.05923,382.6325
98.2,58.51932,0.11269,382.33252
98.3,58.49262,0.06083,382.04377
98.4,58.51563,-0.02606,381.79374
98.5,58.54688,0.0605,381.57749
98.6,58.58639,0.178,381.4775
98.7,58.60938,0.16737,381.33249
98.8,58.62869,0.09017,381.03244
98.9,58.66821,-0.0101,380.76621
99,58.71139,0.06205,380.6162
99.1,58.76195,0.05522,380.45494
99.2,58.8042,0.14736,380.25492
99.3,58.83912,0.19246,380.0549
99.4,58.89063,0.33416,379.85489
99.5,58.93384,0.17396,379.68872
99.6,59.05053,0.21268,379.63872
99.7,59.11304,0.20864,379.61128
99.8,59.17552,0.20079,379.66128
99.9,59.24635,0.12461,379.68871
100,59.31981,0.198,379.63871
100.1,59.35938,0.24591,379.63387
100.2,59.40625,0.35138,379.78387
100.3,59.45782,0.24604,379.86613
100.4,59.51926,0.16333,379.71611
100.5,59.62972,0.18865,379.6226
100.6,59.73545,0.23931,379.72261
100.7,59.80525,0.28734,379.77739
100.8,59.90988,0.23668,379.67739
100.9,59.97712,0.18333,379.58869
101,59.94112,0.21395,379.53869
101.1,59.88339,0.2527,379.5
101.2,59.96513,0.27,379.5
101.3,60.08654,0.33134,379.48868
101.4,60.15625,0.21002,379.43868
101.5,60.23438,0.08334,379.41132
101.6,60.31015,0.1407,379.46132
101.7,60.41828,0.23131,379.52265
101.8,60.40144,0.19538,379.62266
101.9,60.375,0.24461,379.71133
102,60.36782,0.15139,379.76133
102.1,60.41829,0.27131,379.84532
102.2,60.52409,0.198,380.04532
102.3,60.53483,0.14994,380.24533
102.4,60.52767,0.02868,380.44536
102.5,60.53482,0.07403,380.63403
102.6,60.58302,0.08592,380.78403
102.7,60.57813,0.02473,380.96805
102.8,60.56743,0.098,381.26808
102.9,60.56743,0.08731,381.5227
103,60.60938,0.0259,381.62271
103.1,60.56467,-0.0513,381.75678
103.2,60.58169,-0.03806,382.00679
103.3,60.54332,-0.0713,382.21136
103.4,60.57813,-0.07358,382.26136
103.5,60.57813,-0.12306,382.31136
103.6,60.52272,-0.022,382.36136
103.7,60.48438,-0.00594,382.45681
103.8,60.44813,0.01125,382.70683
103.9,60.47375,-0.12565,382.94548
104,60.48586,-0.172,383.14548
104.1,60.37649,0.178,383.35686
104.2,60.33668,0.14587,383.60688
104.3,60.33013,0.07941,383.83414
104.4,60.19455,0.08979,383.98414
104.5,60.17234,-0.07896,384.02034
104.6,60.0176,-0.39345,383.67034
104.7,60.02536,-0.68448,383.37724
104.8,59.67702,0.02737,383.27723
104.9,60.04336,-0.1508,383.14304
105,59.89063,0.07019,382.89302
105.1,59.86654,0.1848,382.6544
105.2,59.98438,0.14063,382.45441
105.3,59.97737,-0.14304,382.28861
105.4,59.88712,0.0224,382.23861
105.5,59.90975,0.1819,382.12025
105.6,59.94099,0.10578,381.7703
105.7,59.94963,0.07709,381.48862
105.8,60.03988,0.17892,381.4386
105.9,60.07463,0.05023,381.34296
106,60.15625,0.12193,381.09298
106.1,60.11982,0.14204,380.85439
106.2,60.15625,0.29115,380.65435
106.3,60.25865,0.20726,380.46574
106.4,60.37847,0.178,380.31576
106.5,60.44965,0.18875,380.13153
106.6,60.50347,0.1965,379.8315
106.7,60.56424,0.19177,379.62284
106.8,60.71182,0.29498,379.72283
106.9,60.82978,0.21566,379.83425
107,60.88191,0.29648,379.98427
107.1,60.96528,0.20057,380.11143
107.2,61.03651,0.08225,380.16142
107.3,61.12846,0.08,380.24565
107.4,61.2153,0.20325,380.44571
107.5,61.25,0.17071,380.63432
107.6,61.31089,0.07479,380.78431
107.7,61.34191,0.18852,380.93431
107.8,61.40097,0.09759,381.08433
107.9,61.28312,-0.44447,381.2687
108,61.32284,-0.81362,381.56868
108.1,61.46187,-0.16164,381.77711
108.2,61.54154,0.05274,381.67709
108.3,61.56594,0.06958,381.62293
108.4,61.56593,0.06383,381.72291
108.5,61.58351,-0.13741,381.76564
108.6,61.6372,0.02221,381.61562
108.7,61.67188,-0.02726,381.51146
108.8,61.6875,-0.01569,381.56146
108.9,61.71533,0.03167,381.6
109,61.73097,-0.0262,381.6
109.1,61.76903,0.06536,381.57705
109.2,61.82133,0.18747,381.47705
109.3,61.85257,0.12639,381.42295
109.4,61.76223,0.27912,381.52296
109.5,61.77785,0.68114,381.55408
109.6,61.95313,-0.03984,381.35409
109.7,61.91979,-0.05838,381.23443
109.8,61.69296,-0.22984,381.38446
109.9,61.86822,0.31581,381.44253
110,62.019,0.18219,381.19257
110.1,62.125,0.14328,380.95407
110.2,62.17524,0.16328,380.75402
110.3,62.18413,0.15164,380.6115
110.4,62.193,0.09912,380.6615
110.5,62.26899,0.13687,380.7115
110.6,62.35265,0.07272,380.7615
110.7,62.35048,0.10547,380.81151
110.8,62.41515,0.19043,380.86151
110.9,62.47767,0.07385,380.9
111,62.51563,0.08629,380.9
111.1,62.54688,0.05611,380.88848
111.2,62.60603,0.23911,380.83848
111.3,62.61829,0.298,380.82305
111.4,62.62834,0.21868,380.92305
111.5,62.69083,0.0403,380.96542
111.6,62.76229,0.13156,380.81542
111.7,62.82143,0.07917,380.71153
111.8,62.80585,0.10626,380.76154
111.9,62.82147,0.02858,380.8
112,62.8627,0.07387,380.8
112.1,62.90293,0.10741,380.78846
112.2,62.90625,0.08329,380.73846
112.3,62.89962,0.14036,380.71155
112.4,62.92518,0.23683,380.76155
112.5,62.93419,0.15151,380.8
112.6,62.98107,0.0833,380.8
112.7,62.98768,0.05561,380.83465
112.8,62.98107,-0.062,380.98467
112.9,62.99098,-0.0355,381.1
113,63.00658,0.0486,381.1
113.1,63.10279,0.09392,381.07688
113.2,63.08142,0.138,380.97687
113.3,63.0625,0.09555,380.91156
113.4,62.98767,0.01515,380.96156
113.5,62.99756,0.13392,380.96532
113.6,63.16532,0.109,380.8153
113.7,63.10282,-0.00234,380.72314
113.8,63.07234,0.1543,380.82314
113.9,63.08721,0.00984,380.9
114,63.05091,0.08208,380.9
114.1,63.09955,0.06457,380.9
114.2,63.14063,0.12206,380.9
114.3,63.11598,0.05143,380.91157
114.4,63.14972,-0.022,380.96157
114.5,63.15364,0.02052,381
114.6,63.18098,0.11141,381
114.7,63.24023,0.10179,381
114.8,63.23762,0.19825,381
114.9,63.21224,-0.022,381.01158
115,63.17188,0.02058,381.06159
115.1,63.24676,0.11139,381.07681
115.2,63.25325,0.05929,380.97683
115.3,63.29363,0.08075,380.92315
115.4,63.25,-0.00603,381.02317
115.5,63.25324,0.02202,381.0884
115.6,63.26563,0.00996,381.03839
115.7,63.30928,0.07139,380.98839
115.8,63.29094,-0.002,380.9384
115.9,63.3125,0.04589,380.92318
116,63.24723,0.14072,381.02321
116.1,63.30652,0.06465,381.07677
116.2,63.35294,0.13267,380.97676
116.3,63.33454,0.10735,380.91162
116.4,63.36857,0.08866,380.96162
116.5,63.33454,0.13399,380.9535
116.6,63.39063,0.15666,380.75348
116.7,63.38743,0.082,380.55346
116.8,63.42188,0.08067,380.35347
116.9,63.4528,0.19267,380.17674
117,63.43111,0.194,380.07673
117.1,63.42223,0.238,379.93019
117.2,63.49075,0.23268,379.63017
117.3,63.54688,0.26009,379.36508
117.4,63.61861,0.33916,379.21509
117.5,63.67797,0.29086,379.0302
117.6,63.73466,0.46286,378.73025
117.7,63.85332,0.43809,378.44189
117.8,63.91871,0.25951,378.19185
117.9,63.99047,0.43824,377.97673
118,64.07178,0.28875,377.87672
118.1,64.18117,0.21274,377.73016
118.2,64.26879,0.37935,377.43014
118.3,64.38745,0.43053,377.24658
118.4,64.48122,0.36178,377.44657
118.5,64.58743,0.20705,377.62328
118.6,64.66871,0.20538,377.72327
118.7,64.75931,0.28348,377.82328
118.8,64.91872,0.28705,377.92332
118.9,65.01863,0.25252,378.0467
119,65.06564,0.22705,378.24671
119.1,65.16558,0.18157,378.38832
119.2,65.21875,0.12156,378.33832
119.3,65.28439,0.13282,378.32336
119.4,65.35938,0.23963,378.42334
119.5,65.38749,0.19776,378.51166
119.6,65.41874,0.34009,378.56166
119.7,65.50938,0.25411,378.62333
119.8,65.50626,0.17092,378.72336
119.9,65.59689,0.23057,378.83508
120,65.66563,0.10862,378.98508
120.1,65.60626,-0.01651,379.15846
120.2,65.65003,0.01996,379.4085
120.3,65.75,0.07251,379.65852
120.4,65.75932,0.04153,379.90851
120.5,65.79688,0.01448,380.1468
120.6,65.79999,0.07997,380.34681
120.7,65.81561,0.138,380.58194
120.8,65.82503,0.10504,380.93198
120.9,65.72509,0.00701,381.25858
121,65.70313,-0.03849,381.50861
121.1,65.68731,-0.0875,381.73518
121.2,65.70313,-0.1185,381.88518
121.3,65.65625,-0.1675,382.08208
121.4,65.60301,-0.1655,382.43194
121.5,65.5814,-0.15444,382.73497
121.6,65.49383,-0.24,382.88454
121.7,65.39984,-0.26201,383.02281
121.8,65.28101,-0.24347,383.12282
121.9,65.30943,0.00755,383.21141
122,65.22181,0.00089,383.26142
122.1,65.06556,-0.32144,383.3
122.2,64.98744,-0.19852,383.3
122.3,64.93412,-0.14751,383.31142
122.4,64.90287,-0.19451,383.3614
122.5,64.84068,-0.24199,383.4
122.6,64.76257,-0.17449,383.4
122.7,64.69091,-0.21101,383.41174
122.8,64.59945,-0.0765,383.46175
122.9,64.53084,-0.0345,383.51176
123,64.50305,0.06001,383.56176
123.1,64.37463,0.10697,383.6
123.2,64.34679,-0.02073,383.6
123.3,64.21571,-0.24195,383.61174
123.4,64.15278,-0.13096,383.66174
123.5,64.1467,-0.09096,383.67651
123.6,64.10634,-0.05096,383.57648
123.7,64,-0.08217,383.51177
123.8,63.85635,-0.20743,383.56177
123.9,63.80897,-0.13304,383.58823
124,63.7999,-0.15648,383.53823
124.1,63.69711,-0.11438,383.48822
124.2,63.64063,-0.0641,383.43822
124.3,63.53125,-0.122,383.42356
124.4,63.44655,-0.11095,383.52353
124.5,63.37141,-0.10964,383.58824
124.6,63.32813,-0.13226,383.53822
124.7,63.34075,0.03668,383.5118
124.8,63.20012,0.07719,383.5618
124.9,63.14063,-0.10965,383.61179
125,63.10273,-0.15987,383.66179
125.1,63.12201,-0.12413,383.68822
125.2,63.05286,-0.12114,383.63822
125.3,63.00962,0.02141,383.61178
125.4,62.91223,-0.0054,383.66179
125.5,62.7769,-0.00628,383.7118
125.6,62.72471,-0.27092,383.76179
125.7,62.79986,-0.6982,383.75284
125.8,62.59003,-0.63241,383.55282
125.9,62.45537,-0.19502,383.4354
126,62.40625,-0.12113,383.58538
126.1,62.5253,-0.01181,383.68821
126.2,62.44046,-0.10878,383.6382
126.3,62.42188,-0.03861,383.5882
126.4,62.42484,-0.09306,383.5382
126.5,62.32736,-0.11647,383.46462
126.6,62.20609,-0.06328,383.31458
126.7,62.1622,0.07122,383.14093
126.8,62.08697,0.02544,382.89096
126.9,62.15625,-0.25399,382.65278
127,62.13384,-0.03763,382.4528
127.1,62.125,0.03361,382.25282
127.2,62.0908,-0.06535,382.05282
127.3,62.09759,0.02239,381.8646
127.4,62.13676,0.08807,381.71455
127.5,62.17481,-0.05866,381.57633
127.6,62.15037,-0.04093,381.4763
127.7,62.13769,0.118,381.44743
127.8,62.06544,0.10689,381.64732
127.9,62.21289,-0.03254,381.83544
128,62.23145,-0.19832,381.98549
128.1,62.22167,0.118,382.13554
128.2,62.12208,0.04021,382.28554
128.3,62.01854,-0.12309,382.44738
128.4,62.0625,0.02796,382.64739
128.5,62.05565,0.03679,382.85925
128.6,61.99417,-0.29666,383.10925
128.7,61.86332,-0.26829,383.3474
128.8,61.84665,-0.09869,383.5474
128.9,61.88772,-0.13644,383.73556
129,61.76853,-0.17706,383.88562
129.1,61.60647,-0.20382,384.07124
129.2,61.67188,0.04234,384.37082
129.3,61.60066,-0.0853,384.61176
129.4,61.46356,-0.09152,384.66181
129.5,61.48438,-0.22,384.78302
129.6,61.43172,-0.05401,385.13318
129.7,61.14236,0.25403,385.4238
129.8,61.11513,-0.08428,385.5238
129.9,61.09664,-0.19159,385.6119
130,60.96588,-0.33671,385.6619
130.1,60.82525,-0.3634,385.7
130.2,60.65508,-0.32544,385.7
130.3,60.52424,-0.26438,385.7119
130.4,60.49712,-0.07288,385.76189
130.5,60.35527,-0.19447,385.81189
130.6,60.1862,-0.38434,385.8619
130.7,60.07269,-0.2734,385.88809
130.8,60.01276,-0.32664,385.83809
130.9,59.87786,-0.20169,385.78809
131,59.7557,-0.12376,385.73809
131.1,59.67188,-0.18558,385.71191
131.2,59.53979,-0.21116,385.76191
131.3,59.4716,-0.17919,385.7881
131.4,59.33381,-0.08278,385.73812
131.5,59.3068,-0.2233,385.71183
131.6,59.2628,-0.22466,385.76171
131.7,59.13493,-0.24561,385.8
131.8,58.91041,-0.05725,385.8
131.9,58.88213,-0.23346,385.84663
132,58.63363,-0.30883,386.04728
132.1,58.58379,-0.29675,386.17613
132.2,58.25564,-0.21764,386.07619
132.3,58.14629,0.23152,386
132.4,58.09938,0.39223,386
132.5,58.07813,-0.20419,386.04769
132.6,57.74846,-0.49209,386.24773
132.7,57.77562,-0.45352,386.66271
132.8,57.6234,-0.51211,387.76282
132.9,57.44312,-0.57325,389.20954
133,57.05808,-1.05034,391.75992
133.1,56.70873,-1.396,393.74785
133.2,56.0252,-1.49013,393.9478
133.3,55.47713,-1.53175,393.94479
133.4,54.81753,-1.18555,393.29482
133.5,54.33931,-1.59866,392.75224
133.6,53.66963,-1.47911,392.55216
133.7,53.21816,-1.70708,392.4
133.8,52.66738,-1.7083,392.4
133.9,52.01501,-1.67974,392.38803
134,51.62143,-1.68396,392.33803
134.1,50.98372,-1.37938,392.26407
134.2,50.29347,-1.29721,392.11407
134.3,49.73265,-1.2513,391.98802
134.4,49.3475,-1.37944,391.93804
134.5,48.72538,-1.34705,391.88805
134.6,48.19682,-1.41475,391.83803
134.7,47.52955,-1.516,391.8
134.8,46.96727,-1.47724,391.8
134.9,46.44141,-1.40918,391.81195
135,45.78042,-1.47384,391.86195
135.1,45.32391,-1.4491,391.9
135.2,44.73536,-1.58517,391.9
135.3,44.14731,-1.65351,391.888
135.4,43.58188,-1.46824,391.83802
135.5,43.09459,-1.4237,391.81197
135.6,42.48252,-1.49047,391.86199
135.7,41.90518,-1.50931,391.87599
135.8,41.38601,-1.53493,391.77598
135.9,40.71684,-1.42587,391.72402
136,40.26912,-1.50076,391.82403
136.1,39.65429,-1.4393,391.87597
136.2,39.04504,-1.61712,391.77596
136.3,38.45448,-1.5271,391.71202
136.4,37.86007,-1.59434,391.762
136.5,37.27501,-1.67789,391.8
136.6,36.72215,-1.5582,391.8
136.7,36.13118,-1.36154,391.77596
136.8,35.52716,-1.43125,391.67595
136.9,34.99524,-1.58712,391.61203
137,34.32331,-1.59932,391.66203
137.1,33.70107,-1.57268,391.67594
137.2,33.16976,-1.57706,391.57593
137.3,32.71661,-1.52551,391.5
137.4,32.076,-1.61005,391.5
137.5,31.38631,-1.5511,391.5
137.6,30.84425,-1.63325,391.5
137.7,30.15727,-1.52001,391.47596
137.8,29.68533,-1.67862,391.37593
137.9,29.04197,-1.78842,391.31205
138,28.3884,-1.74052,391.36205
138.1,27.71473,-1.64284,391.37591
138.2,27.14144,-1.59781,391.27591
138.3,26.59148,-1.61124,391.17592
138.4,25.9379,-1.67643,391.07596
138.5,25.28728,-1.49833,390.98799
138.6,24.74772,-1.55042,390.93796
138.7,24.16193,-1.59127,390.86384
138.8,23.57088,-1.734,390.71384
138.9,22.90391,-1.67314,390.58794
139,22.36233,-1.55455,390.53794
139.1,21.72696,-1.66517,390.4638
139.2,21.07691,-1.66047,390.31381
139.3,20.56804,-1.59636,390.18794
139.4,19.90141,-1.70432,390.13795
139.5,19.31799,-1.76694,390.07591
139.6,18.68588,-1.5778,389.97588
139.7,18.12253,-1.56899,389.86379
139.8,17.54967,-1.58184,389.71378
139.9,16.96628,-1.3233,389.6
140,16.41252,-1.16396,389.6
140.1,15.91167,-1.18005,389.55168
140.2,15.46097,-1.02481,389.3516
140.3,15.04171,-1.01279,389.18788
140.4,14.55793,-1.0616,389.13788
140.5,14.15895,-1.0872,389.08788
140.6,13.6927,-1.1048,389.03788
140.7,13.25263,-1.05921,388.96364
140.8,12.85702,-0.99417,388.81363
140.9,12.48695,-0.95424,388.7
141,12.12238,-1.00721,388.7
141.1,11.71872,-1.02479,388.67574
141.2,11.36455,-0.98535,388.57573
141.3,10.97912,-0.97985,388.47573
141.4,10.61713,-1.04721,388.37572
141.5,10.24213,-1.03171,388.3
141.6,9.91657,-0.94548,388.3
141.7,9.55463,-0.98853,388.27571
141.8,9.19779,-0.92361,388.1757
141.9,8.81496,-0.91557,388.08785
142,8.49465,-0.81873,388.03785
142.1,8.18216,-0.74044,387.98785
142.2,7.88526,-0.76432,387.93785
142.3,7.55718,-0.66677,387.86353
142.4,7.31506,-0.64361,387.71353
142.5,7.01032,-0.64678,387.61216
142.6,6.79147,-0.60116,387.66216
142.7,6.50513,-0.54677,387.67568
142.8,6.2551,-0.49553,387.57567
142.9,6.04152,-0.43238,387.48783
143,5.82267,-0.39047,387.43783
143.1,5.64573,-0.33686,387.38783
143.2,5.48692,-0.35752,387.33783
143.3,5.33073,-0.26067,387.27565
143.4,5.22128,-0.18248,387.17564
143.5,5.0832,-0.19504,387.11218
143.6,4.97129,-0.09685,387.16218
143.7,4.8489,-0.12319,387.18782
143.8,4.7863,-0.08563,387.13782
143.9,4.67692,-0.1,387.11219
144,4.58316,-0.09437,387.16219
144.1,4.51819,-0.10249,387.2
144.2,4.42691,-0.18251,387.2
144.3,4.33317,-0.22874,387.1878
